Customer_ID,Customer_Name,Industry,Region,City,Credit_Limit,Sales_Manager,Customer_Segment,Risk_Base_Score,Customer_Credit_Rating,Customer_Status
CUST0561,Alpha Foods,Pharma,East,Chennai,250000,A. Sharma,Enterprise,55,C,Active
CUST0562,Beta Solutions,Automotive,South,Bengaluru,250000,K. Gupta,Enterprise,70,C,Active
CUST0563,Zenith Enterprises,Automotive,South,Pune,3000000,P. Mehta,SME,23,A,Active
CUST0564,Nova Solutions,Healthcare,West,Hyderabad,750000,P. Mehta,Enterprise,24,A,Active
CUST0565,Delta Foods,Pharma,West,Pune,750000,R. Singh,SME,42,B,Active
CUST0566,Apex Traders,Retail,East,Kolkata,500000,R. Singh,SME,38,B,Active
CUST0567,Alpha Foods,Healthcare,East,Bengaluru,2000000,R. Singh,Mid-Market,18,A,Active
CUST0568,Zenith Logistics,Pharma,West,Bengaluru,1500000,P. Mehta,Enterprise,44,B,Active
CUST0569,Alpha Retail,Manufacturing,North,Chennai,250000,P. Mehta,Mid-Market,53,C,Active
CUST0570,Delta Pharma,Manufacturing,East,Mumbai,750000,K. Gupta,SME,52,C,Active
CUST0571,Zenith Enterprises,Pharma,East,Pune,250000,V. Rao,SME,48,B,Active
CUST0572,Nova Logistics,IT Services,North,Kolkata,1000000,N. Verma,Enterprise,64,C,Active
CUST0573,Nova Logistics,Construction,North,Hyderabad,3000000,S. Kapoor,SME,55,C,Active
CUST0574,Gamma Traders,Healthcare,East,Pune,1500000,K. Gupta,Mid-Market,32,B,Active
CUST0575,Vertex Enterprises,FMCG,South,Kolkata,750000,N. Verma,SME,15,A,Active
CUST0576,Zenith Retail,Healthcare,South,Bengaluru,250000,V. Rao,Mid-Market,39,B,Active
CUST0577,Global Enterprises,Retail,South,Hyderabad,750000,S. Kapoor,SME,51,C,Active
CUST0578,Delta Pharma,Construction,East,Kolkata,500000,P. Mehta,SME,67,C,Active
CUST0579,Gamma Enterprises,Pharma,North,Delhi,250000,V. Rao,Enterprise,28,A,Active
CUST0580,Apex Industries,FMCG,North,Kolkata,3000000,K. Gupta,Mid-Market,71,D,Active
CUST0581,Beta Traders,Healthcare,South,Pune,250000,N. Verma,Enterprise,26,A,Active
CUST0582,Prime Logistics,Automotive,East,Mumbai,2000000,K. Gupta,Mid-Market,58,C,Active
CUST0583,Prime Solutions,Healthcare,West,Chennai,500000,P. Mehta,SME,48,B,Active
CUST0584,Zenith Logistics,Healthcare,East,Hyderabad,750000,P. Mehta,Enterprise,35,B,Active
CUST0585,Gamma Industries,Automotive,East,Kolkata,3000000,V. Rao,SME,79,D,Active
CUST0586,Alpha Logistics,IT Services,South,Jaipur,1000000,S. Kapoor,SME,54,C,Active
CUST0587,Delta Foods,IT Services,West,Bengaluru,1500000,V. Rao,Enterprise,70,C,Active
CUST0588,Apex Enterprises,FMCG,South,Kolkata,750000,V. Rao,SME,51,C,Active
CUST0589,Beta Retail,Construction,North,Hyderabad,3000000,R. Singh,Enterprise,38,B,Active
CUST0590,Nova Solutions,Pharma,North,Bengaluru,1500000,K. Gupta,Enterprise,41,B,Active
CUST0591,Zenith Enterprises,Retail,East,Pune,750000,A. Sharma,Enterprise,79,D,Inactive
CUST0592,Vertex Foods,Construction,North,Delhi,250000,A. Sharma,Mid-Market,51,C,Active
CUST0593,Beta Traders,Pharma,East,Delhi,1000000,P. Mehta,Enterprise,22,A,Inactive
CUST0594,Prime Solutions,Healthcare,East,Hyderabad,250000,P. Mehta,SME,75,D,Active
CUST0595,Vertex Pharma,Construction,East,Kolkata,250000,N. Verma,Enterprise,71,D,Active
CUST0596,Zenith Pharma,FMCG,West,Chennai,1000000,V. Rao,Mid-Market,42,B,Inactive
CUST0597,Gamma Retail,Manufacturing,West,Pune,750000,K. Gupta,Mid-Market,22,A,Active
CUST0598,Nova Pharma,Manufacturing,West,Kolkata,2000000,P. Mehta,SME,17,A,Active
CUST0599,Zenith Retail,IT Services,West,Chennai,500000,R. Singh,Enterprise,43,B,Active
CUST0600,Apex Enterprises,IT Services,South,Jaipur,1500000,V. Rao,Mid-Market,51,C,Active
CUST0601,Beta Industries,Retail,South,Bengaluru,250000,A. Sharma,Enterprise,57,C,Active
CUST0602,Apex Retail,Pharma,East,Delhi,250000,R. Singh,Enterprise,48,B,Active
CUST0603,Beta Retail,Construction,North,Chennai,1000000,K. Gupta,Enterprise,15,A,Active
CUST0604,Delta Pharma,Retail,East,Jaipur,2000000,K. Gupta,Enterprise,55,C,Active
CUST0605,Gamma Enterprises,Automotive,North,Bengaluru,750000,R. Singh,Enterprise,43,B,Active
CUST0606,Gamma Solutions,Retail,East,Hyderabad,2000000,A. Sharma,Enterprise,80,D,Active
CUST0607,Delta Industries,Healthcare,East,Kolkata,2000000,P. Mehta,Mid-Market,72,D,Active
CUST0608,Gamma Traders,Retail,North,Pune,750000,P. Mehta,SME,64,C,Active
CUST0609,Gamma Foods,Healthcare,South,Mumbai,750000,P. Mehta,Mid-Market,73,D,Active
CUST0610,Global Enterprises,Healthcare,West,Hyderabad,1000000,K. Gupta,Enterprise,38,B,Active
CUST0611,Nova Industries,Pharma,East,Chennai,750000,S. Kapoor,Enterprise,70,C,Active
CUST0612,Alpha Solutions,Pharma,North,Jaipur,500000,V. Rao,Mid-Market,78,D,Active
CUST0613,Prime Solutions,Construction,North,Mumbai,250000,S. Kapoor,Enterprise,65,C,Active
CUST0614,Alpha Pharma,Healthcare,East,Kolkata,1500000,A. Sharma,Enterprise,31,B,Active
CUST0615,Delta Traders,IT Services,West,Jaipur,1000000,N. Verma,SME,72,D,Active
CUST0616,Zenith Logistics,Manufacturing,West,Kolkata,750000,A. Sharma,Mid-Market,64,C,Inactive
CUST0617,Apex Logistics,Manufacturing,North,Jaipur,250000,N. Verma,SME,42,B,Active
CUST0618,Prime Pharma,Retail,North,Bengaluru,750000,K. Gupta,Enterprise,58,C,Active
CUST0619,Nova Foods,IT Services,South,Hyderabad,1000000,P. Mehta,Mid-Market,75,D,Active
CUST0620,Alpha Industries,IT Services,West,Jaipur,2000000,P. Mehta,Enterprise,39,B,Active
CUST0621,Gamma Foods,IT Services,South,Pune,1000000,N. Verma,Enterprise,20,A,Inactive
CUST0622,Apex Logistics,Manufacturing,North,Chennai,3000000,P. Mehta,Mid-Market,80,D,Active
CUST0623,Alpha Traders,Retail,West,Kolkata,1000000,A. Sharma,Enterprise,27,A,Active
CUST0624,Apex Logistics,Healthcare,North,Chennai,750000,N. Verma,Enterprise,48,B,Active
CUST0625,Beta Industries,Pharma,South,Delhi,500000,S. Kapoor,Enterprise,57,C,Active
CUST0626,Beta Logistics,Retail,North,Jaipur,500000,K. Gupta,SME,55,C,Active
CUST0627,Apex Logistics,Manufacturing,East,Delhi,750000,A. Sharma,Enterprise,63,C,Active
CUST0628,Zenith Pharma,Healthcare,North,Pune,2000000,K. Gupta,Mid-Market,72,D,Active
CUST0629,Global Retail,Manufacturing,West,Mumbai,2000000,N. Verma,SME,15,A,Active
CUST0630,Global Foods,Construction,South,Chennai,500000,R. Singh,SME,62,C,Active
CUST0631,Global Solutions,IT Services,West,Delhi,2000000,R. Singh,Enterprise,34,B,Active
CUST0632,Nova Enterprises,Manufacturing,East,Chennai,2000000,S. Kapoor,SME,40,B,Active
CUST0633,Zenith Pharma,Retail,South,Bengaluru,2000000,N. Verma,Enterprise,22,A,Active
CUST0634,Zenith Enterprises,Construction,East,Jaipur,3000000,S. Kapoor,Mid-Market,68,C,Inactive
CUST0635,Beta Solutions,Retail,East,Kolkata,1500000,A. Sharma,Mid-Market,49,B,Active
CUST0636,Zenith Logistics,Construction,North,Kolkata,750000,R. Singh,SME,29,A,Active
CUST0637,Prime Solutions,FMCG,North,Chennai,3000000,N. Verma,Enterprise,28,A,Active
CUST0638,Zenith Logistics,Healthcare,North,Delhi,1000000,A. Sharma,Enterprise,31,B,Active
CUST0639,Nova Enterprises,Construction,West,Mumbai,250000,N. Verma,SME,56,C,Active
CUST0640,Global Retail,Pharma,West,Kolkata,500000,S. Kapoor,SME,28,A,Active
CUST0641,Delta Pharma,FMCG,North,Bengaluru,1500000,P. Mehta,SME,55,C,Active
CUST0642,Nova Retail,FMCG,West,Kolkata,1500000,S. Kapoor,SME,67,C,Active
CUST0643,Global Logistics,Manufacturing,West,Pune,750000,P. Mehta,Mid-Market,67,C,Active
CUST0644,Gamma Traders,Retail,North,Pune,2000000,N. Verma,SME,73,D,Active
CUST0645,Nova Industries,Automotive,East,Kolkata,2000000,V. Rao,SME,73,D,Active
CUST0646,Beta Industries,Healthcare,North,Chennai,250000,V. Rao,Mid-Market,35,B,Active
CUST0647,Apex Pharma,FMCG,South,Mumbai,2000000,V. Rao,Enterprise,76,D,Active
CUST0648,Global Retail,Automotive,East,Bengaluru,1500000,S. Kapoor,SME,26,A,Inactive
CUST0649,Apex Solutions,Manufacturing,East,Bengaluru,1500000,A. Sharma,SME,59,C,Active
CUST0650,Delta Enterprises,Manufacturing,East,Kolkata,750000,A. Sharma,Enterprise,37,B,Active
CUST0651,Zenith Industries,Retail,East,Pune,1500000,K. Gupta,SME,76,D,Active
CUST0652,Alpha Logistics,Retail,South,Pune,750000,S. Kapoor,SME,75,D,Active
CUST0653,Delta Solutions,Manufacturing,South,Bengaluru,3000000,V. Rao,SME,19,A,Active
CUST0654,Global Pharma,Healthcare,South,Pune,250000,S. Kapoor,Enterprise,17,A,Active
CUST0655,Vertex Solutions,IT Services,North,Chennai,1000000,V. Rao,SME,70,C,Active
CUST0656,Global Pharma,Pharma,West,Bengaluru,2000000,K. Gupta,Enterprise,34,B,Active
CUST0657,Nova Solutions,FMCG,South,Hyderabad,500000,N. Verma,Enterprise,16,A,Active
CUST0658,Vertex Foods,Automotive,North,Pune,1000000,R. Singh,Enterprise,40,B,Active
CUST0659,Global Logistics,IT Services,North,Kolkata,500000,S. Kapoor,Enterprise,31,B,Active
CUST0660,Alpha Retail,FMCG,East,Bengaluru,250000,V. Rao,SME,31,B,Active
CUST0661,Apex Pharma,Automotive,North,Chennai,750000,S. Kapoor,Enterprise,49,B,Active
CUST0662,Alpha Retail,Pharma,North,Chennai,1000000,S. Kapoor,Enterprise,57,C,Active
CUST0663,Zenith Retail,Construction,South,Pune,2000000,A. Sharma,SME,37,B,Active
CUST0664,Alpha Foods,Pharma,East,Pune,1000000,A. Sharma,Enterprise,66,C,Active
CUST0665,Global Enterprises,Manufacturing,South,Delhi,250000,A. Sharma,Mid-Market,30,A,Active
CUST0666,Delta Traders,Retail,South,Hyderabad,750000,A. Sharma,Enterprise,48,B,Active
CUST0667,Nova Pharma,IT Services,West,Jaipur,2000000,V. Rao,SME,21,A,Active
CUST0668,Prime Industries,Manufacturing,West,Bengaluru,500000,N. Verma,SME,47,B,Active
CUST0669,Nova Traders,FMCG,East,Mumbai,2000000,V. Rao,SME,38,B,Active
CUST0670,Vertex Retail,Retail,East,Chennai,750000,P. Mehta,SME,29,A,Active
CUST0671,Zenith Enterprises,Manufacturing,North,Mumbai,250000,V. Rao,Mid-Market,25,A,Active
CUST0672,Global Pharma,FMCG,West,Hyderabad,750000,R. Singh,Enterprise,15,A,Active
CUST0673,Nova Enterprises,Healthcare,East,Pune,3000000,S. Kapoor,Enterprise,76,D,Active
CUST0674,Global Industries,Manufacturing,South,Mumbai,500000,N. Verma,Mid-Market,67,C,Active
CUST0675,Beta Foods,Manufacturing,East,Chennai,250000,P. Mehta,Mid-Market,25,A,Active
CUST0676,Beta Retail,Automotive,East,Delhi,500000,R. Singh,SME,15,A,Active
CUST0677,Zenith Logistics,Healthcare,South,Mumbai,2000000,N. Verma,Mid-Market,61,C,Active
CUST0678,Gamma Pharma,FMCG,South,Hyderabad,500000,N. Verma,SME,56,C,Active
CUST0679,Gamma Enterprises,Retail,East,Hyderabad,250000,V. Rao,SME,36,B,Active
CUST0680,Beta Pharma,IT Services,East,Bengaluru,500000,A. Sharma,SME,19,A,Active
CUST0681,Prime Traders,IT Services,South,Pune,250000,R. Singh,Enterprise,16,A,Active
CUST0682,Beta Logistics,IT Services,North,Chennai,2000000,S. Kapoor,SME,24,A,Active
CUST0683,Zenith Retail,Automotive,West,Jaipur,250000,S. Kapoor,Mid-Market,18,A,Active
CUST0684,Nova Logistics,Automotive,East,Jaipur,750000,R. Singh,Enterprise,40,B,Active
CUST0685,Delta Enterprises,Construction,West,Bengaluru,250000,P. Mehta,Mid-Market,79,D,Active
CUST0686,Alpha Logistics,Retail,South,Chennai,250000,V. Rao,Enterprise,42,B,Active
CUST0687,Gamma Solutions,Retail,North,Bengaluru,250000,A. Sharma,Mid-Market,75,D,Active
CUST0688,Apex Industries,Healthcare,West,Jaipur,750000,N. Verma,SME,16,A,Active
CUST0689,Vertex Logistics,Healthcare,East,Mumbai,1500000,V. Rao,Enterprise,50,B,Active
CUST0690,Apex Traders,IT Services,West,Delhi,3000000,A. Sharma,SME,32,B,Active
CUST0691,Beta Logistics,Pharma,West,Hyderabad,2000000,N. Verma,Mid-Market,66,C,Active
CUST0692,Alpha Solutions,FMCG,East,Hyderabad,250000,R. Singh,Enterprise,45,B,Active
CUST0693,Delta Logistics,Healthcare,North,Jaipur,1500000,V. Rao,Enterprise,43,B,Active
CUST0694,Beta Logistics,Manufacturing,South,Hyderabad,1000000,S. Kapoor,Mid-Market,59,C,Active
CUST0695,Prime Solutions,Healthcare,West,Chennai,750000,S. Kapoor,SME,49,B,Active
CUST0696,Gamma Enterprises,IT Services,South,Mumbai,1500000,V. Rao,Enterprise,49,B,Active
CUST0697,Gamma Pharma,IT Services,North,Kolkata,750000,R. Singh,Enterprise,45,B,Active
CUST0698,Apex Industries,Construction,West,Chennai,500000,V. Rao,Enterprise,37,B,Active
CUST0699,Prime Logistics,Automotive,East,Chennai,2000000,R. Singh,Enterprise,78,D,Inactive
CUST0700,Global Retail,Automotive,North,Hyderabad,750000,P. Mehta,Mid-Market,40,B,Active
CUST0701,Zenith Industries,Pharma,North,Pune,250000,K. Gupta,Mid-Market,26,A,Inactive
CUST0702,Alpha Retail,IT Services,South,Chennai,500000,P. Mehta,Enterprise,21,A,Active
CUST0703,Delta Solutions,Healthcare,North,Mumbai,250000,N. Verma,Enterprise,53,C,Active
CUST0704,Alpha Pharma,IT Services,South,Pune,500000,K. Gupta,SME,39,B,Active
CUST0705,Global Foods,Pharma,South,Delhi,1000000,P. Mehta,SME,45,B,Active
CUST0706,Gamma Pharma,Manufacturing,South,Pune,2000000,R. Singh,Mid-Market,80,D,Inactive
CUST0707,Apex Enterprises,Healthcare,North,Bengaluru,750000,A. Sharma,Enterprise,15,A,Active
CUST0708,Delta Logistics,Retail,North,Hyderabad,500000,P. Mehta,Enterprise,16,A,Inactive
CUST0709,Global Foods,Retail,North,Kolkata,750000,S. Kapoor,Enterprise,74,D,Active
CUST0710,Delta Solutions,Pharma,North,Kolkata,250000,A. Sharma,SME,42,B,Active
CUST0711,Nova Logistics,FMCG,West,Jaipur,750000,K. Gupta,Mid-Market,63,C,Active
CUST0712,Prime Enterprises,FMCG,East,Kolkata,1500000,R. Singh,Mid-Market,77,D,Active
CUST0713,Global Enterprises,Healthcare,East,Mumbai,2000000,V. Rao,SME,56,C,Active
CUST0714,Beta Solutions,Manufacturing,West,Pune,500000,A. Sharma,Mid-Market,50,B,Active
CUST0715,Beta Industries,Pharma,East,Pune,1500000,K. Gupta,Mid-Market,67,C,Active
CUST0716,Gamma Logistics,Automotive,South,Pune,2000000,A. Sharma,Enterprise,25,A,Active
CUST0717,Delta Enterprises,Pharma,North,Delhi,3000000,A. Sharma,Enterprise,23,A,Active
CUST0718,Global Foods,Manufacturing,North,Mumbai,3000000,V. Rao,Enterprise,68,C,Active
CUST0719,Beta Pharma,FMCG,South,Kolkata,250000,P. Mehta,Enterprise,21,A,Active
CUST0720,Prime Foods,IT Services,East,Kolkata,250000,N. Verma,Mid-Market,44,B,Active
CUST0721,Global Foods,Automotive,West,Jaipur,1000000,K. Gupta,SME,34,B,Active
CUST0722,Delta Retail,Automotive,West,Bengaluru,500000,S. Kapoor,Mid-Market,58,C,Active
CUST0723,Beta Foods,Automotive,South,Pune,500000,V. Rao,Enterprise,51,C,Active
CUST0724,Global Enterprises,Pharma,East,Jaipur,2000000,A. Sharma,Mid-Market,56,C,Active
CUST0725,Nova Logistics,Pharma,East,Kolkata,1000000,N. Verma,SME,51,C,Active
CUST0726,Gamma Foods,FMCG,South,Hyderabad,500000,R. Singh,Mid-Market,35,B,Inactive
CUST0727,Prime Industries,Healthcare,East,Jaipur,1000000,A. Sharma,Enterprise,37,B,Active
CUST0728,Prime Retail,FMCG,West,Bengaluru,750000,K. Gupta,Mid-Market,57,C,Active
CUST0729,Nova Enterprises,Healthcare,East,Hyderabad,1500000,R. Singh,Enterprise,78,D,Active
CUST0730,Apex Enterprises,Pharma,South,Chennai,1000000,S. Kapoor,SME,70,C,Active
CUST0731,Zenith Solutions,Retail,North,Pune,750000,R. Singh,Mid-Market,28,A,Active
CUST0732,Global Pharma,Construction,West,Jaipur,1000000,A. Sharma,SME,59,C,Active
CUST0733,Beta Logistics,FMCG,South,Hyderabad,1500000,R. Singh,SME,51,C,Active
CUST0734,Global Retail,Manufacturing,East,Kolkata,1000000,K. Gupta,Enterprise,68,C,Active
CUST0735,Nova Retail,Automotive,North,Pune,250000,A. Sharma,Mid-Market,21,A,Active
CUST0736,Apex Foods,IT Services,South,Pune,500000,K. Gupta,SME,54,C,Active
CUST0737,Vertex Pharma,FMCG,West,Delhi,1500000,A. Sharma,Mid-Market,74,D,Active
CUST0738,Nova Retail,FMCG,East,Delhi,1500000,N. Verma,Mid-Market,19,A,Active
CUST0739,Nova Solutions,FMCG,West,Bengaluru,3000000,S. Kapoor,Enterprise,30,A,Active
CUST0740,Apex Enterprises,IT Services,South,Chennai,3000000,N. Verma,Mid-Market,43,B,Active
CUST0741,Nova Enterprises,Automotive,North,Mumbai,1500000,V. Rao,SME,39,B,Active
CUST0742,Delta Traders,FMCG,North,Pune,750000,S. Kapoor,Enterprise,78,D,Active
CUST0743,Zenith Logistics,Healthcare,North,Pune,250000,N. Verma,SME,60,C,Active
CUST0744,Gamma Pharma,Retail,East,Delhi,3000000,S. Kapoor,Enterprise,29,A,Active
CUST0745,Nova Industries,Manufacturing,South,Chennai,250000,S. Kapoor,SME,59,C,Active
CUST0746,Beta Solutions,Manufacturing,South,Pune,500000,V. Rao,Mid-Market,56,C,Active
CUST0747,Beta Traders,Retail,West,Pune,3000000,P. Mehta,Mid-Market,47,B,Inactive
CUST0748,Gamma Industries,Pharma,South,Pune,250000,V. Rao,Mid-Market,28,A,Active
CUST0749,Vertex Traders,Pharma,North,Jaipur,2000000,S. Kapoor,Enterprise,43,B,Active
CUST0750,Gamma Enterprises,Automotive,North,Bengaluru,3000000,N. Verma,Enterprise,59,C,Active
CUST0751,Gamma Solutions,Retail,South,Chennai,2000000,V. Rao,Mid-Market,75,D,Active
CUST0752,Global Traders,Healthcare,East,Delhi,750000,S. Kapoor,Enterprise,27,A,Active
CUST0753,Alpha Logistics,IT Services,South,Jaipur,1500000,N. Verma,SME,40,B,Active
CUST0754,Gamma Enterprises,Construction,West,Hyderabad,2000000,A. Sharma,Mid-Market,30,A,Inactive
CUST0755,Vertex Solutions,Construction,West,Kolkata,500000,A. Sharma,Enterprise,33,B,Active
CUST0756,Prime Retail,Manufacturing,North,Chennai,1000000,K. Gupta,Enterprise,19,A,Active
CUST0757,Global Industries,FMCG,North,Bengaluru,3000000,S. Kapoor,Mid-Market,31,B,Active
CUST0758,Gamma Pharma,Construction,West,Pune,500000,K. Gupta,Enterprise,54,C,Active
CUST0759,Zenith Retail,FMCG,East,Hyderabad,2000000,V. Rao,SME,36,B,Active
CUST0760,Prime Solutions,Healthcare,East,Hyderabad,3000000,P. Mehta,Mid-Market,35,B,Active
CUST0761,Vertex Pharma,Retail,East,Bengaluru,2000000,A. Sharma,SME,29,A,Active
CUST0762,Apex Foods,Construction,West,Pune,500000,V. Rao,Enterprise,79,D,Active
CUST0763,Delta Solutions,Automotive,North,Bengaluru,500000,S. Kapoor,SME,75,D,Active
CUST0764,Beta Retail,Manufacturing,North,Bengaluru,250000,V. Rao,SME,76,D,Active
CUST0765,Apex Industries,Retail,South,Chennai,750000,A. Sharma,SME,72,D,Active
CUST0766,Zenith Solutions,Retail,South,Kolkata,250000,S. Kapoor,Mid-Market,26,A,Active
CUST0767,Gamma Traders,Pharma,West,Chennai,250000,A. Sharma,Mid-Market,51,C,Active
CUST0768,Gamma Industries,Manufacturing,West,Chennai,1500000,S. Kapoor,Enterprise,70,C,Active
CUST0769,Prime Foods,Manufacturing,South,Jaipur,1000000,R. Singh,Mid-Market,45,B,Active
CUST0770,Global Solutions,FMCG,North,Delhi,1000000,N. Verma,Enterprise,25,A,Active
CUST0771,Apex Industries,FMCG,North,Chennai,3000000,R. Singh,Mid-Market,22,A,Active
CUST0772,Gamma Retail,Construction,East,Mumbai,250000,V. Rao,Enterprise,58,C,Active
CUST0773,Apex Solutions,Manufacturing,West,Pune,250000,N. Verma,Mid-Market,79,D,Active
CUST0774,Beta Pharma,Manufacturing,East,Pune,500000,A. Sharma,SME,33,B,Active
CUST0775,Alpha Enterprises,Manufacturing,South,Chennai,250000,K. Gupta,SME,44,B,Active
CUST0776,Prime Traders,Manufacturing,East,Pune,750000,R. Singh,Enterprise,80,D,Active
CUST0777,Zenith Retail,Construction,West,Bengaluru,1000000,S. Kapoor,Mid-Market,75,D,Active
CUST0778,Beta Logistics,IT Services,South,Delhi,1000000,N. Verma,SME,74,D,Active
CUST0779,Nova Logistics,Manufacturing,South,Delhi,500000,S. Kapoor,Enterprise,28,A,Active
CUST0780,Nova Traders,FMCG,North,Bengaluru,750000,P. Mehta,SME,64,C,Active
CUST0781,Delta Enterprises,Retail,West,Bengaluru,1500000,V. Rao,Mid-Market,64,C,Active
CUST0782,Gamma Industries,FMCG,West,Hyderabad,750000,K. Gupta,Enterprise,77,D,Inactive
CUST0783,Alpha Logistics,Manufacturing,East,Kolkata,3000000,V. Rao,Mid-Market,53,C,Active
CUST0784,Vertex Logistics,Automotive,North,Jaipur,750000,R. Singh,SME,74,D,Active
CUST0785,Apex Logistics,FMCG,East,Hyderabad,2000000,R. Singh,Mid-Market,48,B,Active
CUST0786,Alpha Solutions,Healthcare,East,Kolkata,1000000,R. Singh,Enterprise,45,B,Active
CUST0787,Global Solutions,Healthcare,North,Jaipur,3000000,N. Verma,Enterprise,26,A,Active
CUST0788,Gamma Solutions,IT Services,South,Hyderabad,1000000,R. Singh,Mid-Market,79,D,Inactive
CUST0789,Global Solutions,Automotive,North,Mumbai,500000,R. Singh,Enterprise,73,D,Active
CUST0790,Nova Enterprises,Construction,South,Mumbai,750000,P. Mehta,Enterprise,35,B,Active
CUST0791,Apex Solutions,Healthcare,East,Mumbai,500000,N. Verma,Enterprise,68,C,Active
CUST0792,Prime Logistics,Automotive,West,Bengaluru,250000,P. Mehta,Mid-Market,49,B,Active
CUST0793,Apex Traders,FMCG,South,Bengaluru,3000000,A. Sharma,SME,31,B,Active
CUST0794,Gamma Industries,IT Services,East,Jaipur,2000000,K. Gupta,Enterprise,59,C,Active
CUST0795,Nova Retail,Construction,East,Chennai,1000000,R. Singh,SME,39,B,Active
CUST0796,Apex Pharma,IT Services,South,Jaipur,1000000,N. Verma,SME,36,B,Inactive
CUST0797,Nova Logistics,IT Services,North,Jaipur,1500000,S. Kapoor,SME,59,C,Active
CUST0798,Alpha Solutions,Automotive,North,Kolkata,500000,A. Sharma,Enterprise,51,C,Active
CUST0799,Gamma Retail,Automotive,South,Mumbai,1000000,P. Mehta,Enterprise,33,B,Active
CUST0800,Zenith Foods,Manufacturing,North,Pune,1500000,K. Gupta,SME,29,A,Active
CUST0801,Delta Retail,IT Services,North,Chennai,500000,K. Gupta,Mid-Market,32,B,Active
CUST0802,Zenith Retail,Construction,West,Chennai,3000000,K. Gupta,SME,33,B,Active
CUST0803,Gamma Retail,Automotive,West,Pune,1000000,A. Sharma,SME,80,D,Active
CUST0804,Alpha Traders,Automotive,North,Delhi,750000,V. Rao,SME,29,A,Active
CUST0805,Zenith Foods,IT Services,South,Kolkata,2000000,V. Rao,Mid-Market,54,C,Active
CUST0806,Global Enterprises,Pharma,West,Delhi,750000,P. Mehta,SME,60,C,Active
CUST0807,Prime Logistics,Pharma,North,Jaipur,1500000,R. Singh,Mid-Market,63,C,Active
CUST0808,Vertex Enterprises,Manufacturing,West,Jaipur,750000,N. Verma,Mid-Market,71,D,Active
CUST0809,Prime Retail,Construction,North,Pune,1000000,S. Kapoor,Mid-Market,75,D,Active
CUST0810,Global Retail,Manufacturing,East,Mumbai,2000000,V. Rao,SME,40,B,Active
CUST0811,Prime Retail,Manufacturing,West,Jaipur,2000000,K. Gupta,Mid-Market,69,C,Active
CUST0812,Delta Enterprises,Manufacturing,West,Mumbai,1500000,S. Kapoor,Mid-Market,21,A,Active
CUST0813,Gamma Enterprises,FMCG,North,Mumbai,2000000,R. Singh,Enterprise,26,A,Active
CUST0814,Alpha Pharma,Manufacturing,East,Chennai,250000,V. Rao,Enterprise,17,A,Active
CUST0815,Nova Foods,IT Services,West,Jaipur,1000000,P. Mehta,Enterprise,68,C,Active
CUST0816,Nova Solutions,Pharma,North,Kolkata,250000,P. Mehta,Mid-Market,60,C,Active
CUST0817,Nova Enterprises,IT Services,North,Jaipur,2000000,V. Rao,Mid-Market,63,C,Active
CUST0818,Global Traders,Healthcare,South,Delhi,500000,K. Gupta,Mid-Market,36,B,Active
CUST0819,Gamma Traders,Pharma,East,Jaipur,1000000,N. Verma,Mid-Market,39,B,Active
CUST0820,Delta Logistics,Retail,East,Chennai,750000,K. Gupta,Enterprise,47,B,Active
CUST0821,Gamma Logistics,IT Services,South,Delhi,750000,A. Sharma,SME,61,C,Active
CUST0822,Prime Industries,Construction,South,Chennai,1500000,R. Singh,Enterprise,46,B,Active
CUST0823,Nova Pharma,IT Services,East,Hyderabad,750000,V. Rao,Mid-Market,48,B,Active
CUST0824,Delta Traders,Manufacturing,South,Chennai,1000000,P. Mehta,Enterprise,32,B,Active
CUST0825,Alpha Retail,IT Services,South,Chennai,1000000,V. Rao,Enterprise,45,B,Active
CUST0826,Delta Enterprises,Construction,East,Delhi,1000000,N. Verma,SME,29,A,Active
CUST0827,Global Solutions,Healthcare,West,Bengaluru,2000000,S. Kapoor,SME,42,B,Active
CUST0828,Vertex Foods,Retail,North,Delhi,500000,N. Verma,SME,54,C,Active
CUST0829,Delta Industries,Healthcare,North,Bengaluru,2000000,S. Kapoor,SME,80,D,Active
CUST0830,Apex Pharma,Construction,South,Kolkata,1500000,V. Rao,SME,54,C,Active
CUST0831,Apex Enterprises,FMCG,South,Hyderabad,1500000,P. Mehta,SME,55,C,Active
CUST0832,Prime Pharma,Manufacturing,North,Delhi,250000,S. Kapoor,SME,76,D,Active
CUST0833,Gamma Logistics,FMCG,West,Chennai,1000000,A. Sharma,Mid-Market,59,C,Active
CUST0834,Beta Pharma,Retail,South,Kolkata,1000000,V. Rao,Enterprise,78,D,Active
CUST0835,Delta Enterprises,IT Services,South,Mumbai,250000,R. Singh,SME,44,B,Active
CUST0836,Global Foods,Healthcare,East,Jaipur,1500000,R. Singh,Mid-Market,15,A,Inactive
CUST0837,Delta Enterprises,Construction,North,Bengaluru,1000000,V. Rao,Enterprise,69,C,Active
CUST0838,Delta Solutions,IT Services,West,Mumbai,1500000,S. Kapoor,Mid-Market,69,C,Active
CUST0839,Beta Foods,Construction,North,Chennai,1000000,A. Sharma,SME,58,C,Active
CUST0840,Apex Foods,FMCG,North,Kolkata,1000000,K. Gupta,SME,64,C,Active
CUST0841,Gamma Solutions,FMCG,North,Jaipur,1000000,S. Kapoor,Mid-Market,80,D,Active
